UUID,Concat,Concat_Tokenized
a9f387d1-2d29-4e81-862e-023a3de97043,St. Anthony French Immersion1380 Ernest Avenue School,"[""St."", ""Anthony"", ""French"", ""Immersion"", ""1380"", ""Ernest"", ""Avenue"", ""School""]"
605ced63-e111-488b-a7bc-df2edcad0138,St. David3966 Catherine Street School,"[""St."", ""David"", ""3966"", ""Catherine"", ""Street"", ""School""]"
9f968717-f187-4f78-ab21-5890ec949255,St. Francis (London)690 Osgoode Drive School,"[""St."", ""Francis"", """", ""London"", """", ""690"", ""Osgoode"", ""Drive"", ""School""]"
cda387ab-d188-435f-bb69-9e922807a1c2,St. George375 Lynden Crescent School,"[""St."", ""George"", ""375"", ""Lynden"", ""Crescent"", ""School""]"
0688fa21-6675-4c39-acaf-ef05f037831e,St. Jude (London)690 Viscount Road School,"[""St."", ""Jude"", """", ""London"", """", ""690"", ""Viscount"", ""Road"", ""School""]"
599e0ac2-97b6-4b06-9c2d-4896e75be4c9,St. Jude's (Ingersoll)30 Caffyn Street School,"[""St."", ""Jude"", ""'"", ""s"", """", ""Ingersoll"", """", ""30"", ""Caffyn"", ""Street"", ""School""]"
56281a68-c07d-4c4e-b7bb-3a4f87c6d0d2,St. Kateri220 Sunnyside Drive School,"[""St."", ""Kateri"", ""220"", ""Sunnyside"", ""Drive"", ""School""]"
108e105a-c64c-48aa-92f6-32a23f4b7dff,St. Mary Choir347 Lyle Street School,"[""St."", ""Mary"", ""Choir"", ""347"", ""Lyle"", ""Street"", ""School""]"
bdeaab7d-b062-4676-bd7b-8229b243bd5c,St. Mary's Secondary431 Juliana Drive School,"[""St."", ""Mary"", ""'"", ""s"", ""Secondary"", ""431"", ""Juliana"", ""Drive"", ""School""]"
567753c8-f2f9-413b-be36-7f2a635b1bd4,St. Mary's (West Lorne)128 William Street School,"[""St."", ""Mary"", ""'"", ""s"", """", ""West"", ""Lorne"", """", ""128"", ""William"", ""Street"", ""School""]"
e8af1404-66b6-470d-abb0-cca410caefe7,Assumption42 South Street East School,"[""Assumption"", ""42"", ""South"", ""Street"", ""East"", ""School""]"
1bbe4a05-34fd-4025-b026-09a2d71b1824,Holy Family329 Hudson Drive School,"[""Holy"", ""Family"", ""329"", ""Hudson"", ""Drive"", ""School""]"
151f8d1a-223c-4acb-9f5e-25cf397bea16,Holy Family French Immersion177 Oxford Street School,"[""Holy"", ""Family"", ""French"", ""Immersion"", ""177"", ""Oxford"", ""Street"", ""School""]"
bcc42b40-8024-46df-bf70-b6df81e15166,Holy Rosary268 Herkimer Street School,"[""Holy"", ""Rosary"", ""268"", ""Herkimer"", ""Street"", ""School""]"
a1b4a2c4-cbbd-461c-860c-bee5add6df9c,Monsignor Morrison10 South Edgeware Drive School,"[""Monsignor"", ""Morrison"", ""10"", ""South"", ""Edgeware"", ""Drive"", ""School""]"
739760c0-4185-4e00-b56d-06405955a8f2,Mother Teresa Secondary1065 Sunningdale Road East School,"[""Mother"", ""Teresa"", ""Secondary"", ""1065"", ""Sunningdale"", ""Road"", ""East"", ""School""]"
73ed5556-608b-42ee-b941-894f9e758460,Notre Dame767 Valetta Street School,"[""Notre"", ""Dame"", ""767"", ""Valetta"", ""Street"", ""School""]"
8f49c0d4-5434-4622-b490-eb0fe7f47efd,Sacred Heart (Parkhill)148 Ann Street School,"[""Sacred"", ""Heart"", """", ""Parkhill"", """", ""148"", ""Ann"", ""Street"", ""School""]"
0c2bd6ec-c053-4d66-ae36-d67e0e86addf,Sir Arthur Carty1655 Ernest Avenue School,"[""Sir"", ""Arthur"", ""Carty"", ""1655"", ""Ernest"", ""Avenue"", ""School""]"
faf76d6b-7b0b-4186-abf9-10c3cb8a2a6e,St. André Bessette Secondary School2727 Tokala Trail Main School,"[""St."", ""André"", ""Bessette"", ""Secondary"", ""School"", ""2727"", ""Tokala"", ""Trail"", ""Main"", ""School""]"
ace826a1-93dc-446a-bf84-c5d70683400f,St. Bernadette155 Tweedsmuir Avenue School,"[""St."", ""Bernadette"", ""155"", ""Tweedsmuir"", ""Avenue"", ""School""]"
3642c90a-2249-4daf-9984-1a62ddd2cb3e,St. Catherine of Siena2140 Quarrier Road School,"[""St."", ""Catherine"", ""of"", ""Siena"", ""2140"", ""Quarrier"", ""Road"", ""School""]"
06a84e6f-e5db-46b4-b696-eb89bcd6ad0d,St. Charles257 Elizabeth Street School,"[""St."", ""Charles"", ""257"", ""Elizabeth"", ""Street"", ""School""]"
1002f953-a235-45b8-8670-5c904dcf8b83,St. John French Immersion (NEW Sept. 1 2017)1212 Coronation Dr. School,"[""St."", ""John"", ""French"", ""Immersion"", """", ""NEW"", ""Sept."", ""1"", ""2017"", """", ""1212"", ""Coronation"", ""Dr."", ""School""]"
b6e6f0c8-7335-4fff-a3c7-0cac4bb9ecf2,St. Joseph SS (St. Thomas)100 Bill Martyn Parkway School,"[""St."", ""Joseph"", ""SS"", """", ""St."", ""Thomas"", """", ""100"", ""Bill"", ""Martyn"", ""Parkway"", ""School""]"
d0fdfd88-3e39-4d4f-8283-28197b534c35,St. Joseph's (Tillsonburg)31 Francis Street School,"[""St."", ""Joseph"", ""'"", ""s"", """", ""Tillsonburg"", """", ""31"", ""Francis"", ""Street"", ""School""]"
29389f63-9d73-4f20-805b-0a42e1268132,St. Marguerite d'Youville170 Hawthorne Road School,"[""St."", ""Marguerite"", ""d"", ""'"", ""Youville"", ""170"", ""Hawthorne"", ""Road"", ""School""]"
8bdcb928-bb9c-4564-aa0d-116966f6a8ef,St. Mark1440 Glenora Drive School,"[""St."", ""Mark"", ""1440"", ""Glenora"", ""Drive"", ""School""]"
2d631e99-8afb-45ab-90ac-fcc321e60544,St. Martin140 Duchess Avenue School,"[""St."", ""Martin"", ""140"", ""Duchess"", ""Avenue"", ""School""]"
4af9092c-0293-48ff-9564-7483bd999bd0,St. Michael (London)926 Maitland Street School,"[""St."", ""Michael"", """", ""London"", """", ""926"", ""Maitland"", ""Street"", ""School""]"
f7e84858-9b07-40a7-91e7-fc59fe6d8bf7,St. Michael's (Woodstock)1085 Devonshire Street School,"[""St."", ""Michael"", ""'"", ""s"", """", ""Woodstock"", """", ""1085"", ""Devonshire"", ""Street"", ""School""]"
18bda9a3-b577-4f3d-8285-1b297174d7fa,St. Nicholas Catholic Elementary School1956 Shore Road School,"[""St."", ""Nicholas"", ""Catholic"", ""Elementary"", ""School"", ""1956"", ""Shore"", ""Road"", ""School""]"
b3d0b022-e44a-47d1-8fd2-9e6b4dab4aa0,St. Patrick (Lucan)33654 Roman Line School,"[""St."", ""Patrick"", """", ""Lucan"", """", ""33654"", ""Roman"", ""Line"", ""School""]"
5f2f7ab9-821c-4c35-8cf6-ffee8778101b,St. Patrick Campus1230 King Street School,"[""St."", ""Patrick"", ""Campus"", ""1230"", ""King"", ""Street"", ""School""]"
2327cebf-2bd1-4da9-aee6-17a4f35782bd,St. Patrick's (Woodstock)344 Parkinson Road School,"[""St."", ""Patrick"", ""'"", ""s"", """", ""Woodstock"", """", ""344"", ""Parkinson"", ""Road"", ""School""]"
64564122-9126-4b69-84f1-a3666dd330c1,St. Sebastian225 Cairn Street School,"[""St."", ""Sebastian"", ""225"", ""Cairn"", ""Street"", ""School""]"
324e2372-1323-4bb2-86f7-40a29e89a94c,St. Theresa108 Fairlane Avenue School,"[""St."", ""Theresa"", ""108"", ""Fairlane"", ""Avenue"", ""School""]"
32bc6d91-94f8-40a0-9d3f-2fe324183fe1,St. Thomas Aquinas Secondary1360 Oxford Street West School,"[""St."", ""Thomas"", ""Aquinas"", ""Secondary"", ""1360"", ""Oxford"", ""Street"", ""West"", ""School""]"
141b589f-564b-487a-8fd8-3b49f395f396,St. Paul1090 Guildwood Boulevard School,"[""St."", ""Paul"", ""1090"", ""Guildwood"", ""Boulevard"", ""School""]"
094093ab-9cf8-4930-8036-18a35d2364f8,St. Pius X255 Vancouver Street School,"[""St."", ""Pius"", ""X"", ""255"", ""Vancouver"", ""Street"", ""School""]"
6881cb0f-0079-4a41-9d51-5e336f6b0228,St. Rose of Lima Catholic School (formerly Jean Vanier)1019 Viscount Road School,"[""St."", ""Rose"", ""of"", ""Lima"", ""Catholic"", ""School"", """", ""formerly"", ""Jean"", ""Vanier"", """", ""1019"", ""Viscount"", ""Road"", ""School""]"
b8a9d81e-2f4d-43c8-9132-49094ca04c51,St. Thomas More18 Wychwood Park School,"[""St."", ""Thomas"", ""More"", ""18"", ""Wychwood"", ""Park"", ""School""]"
0190a6ed-4494-420c-a4a5-c5514ed30736,St. Vincent de Paul286 McKellar Street School,"[""St."", ""Vincent"", ""de"", ""Paul"", ""286"", ""McKellar"", ""Street"", ""School""]"
65d2ba03-3bd9-4d7b-878e-b73ded89e216,Almaguin Highlands SS - NEW21 Mountainview Rd School,"[""Almaguin"", ""Highlands"", ""SS"", ""-"", ""NEW"", ""21"", ""Mountainview"", ""Rd"", ""School""]"
ff39429e-fd74-4f05-bd4f-3e287d158ee1,Argyle PS11767 Hwy 522 School,"[""Argyle"", ""PS"", ""11767"", ""Hwy"", ""522"", ""School""]"
33131e9c-b434-4521-bcc4-001665d744eb,"Britt PS841 Riverside Drive, Hwy 526 School","[""Britt"", ""PS"", ""841"", ""Riverside"", ""Drive"", """", ""Hwy"", ""526"", ""School""]"
b5145829-3d26-47ee-9bac-b5720e1ecc7f,Evergreen Heights Education Centre2510 Hwy 592 N School,"[""Evergreen"", ""Heights"", ""Education"", ""Centre"", ""2510"", ""Hwy"", ""592"", ""N"", ""School""]"
1f42a56b-a5f5-4080-83eb-839ba2710d85,F J McElligott SS370 Pine St School,"[""F"", ""J"", ""McElligott"", ""SS"", ""370"", ""Pine"", ""St"", ""School""]"
86fbccc3-72a2-4a25-92a4-7520ec280d9c,"Ferris Glen PS30 Voyer Road, RR#2 School","[""Ferris"", ""Glen"", ""PS"", ""30"", ""Voyer"", ""Road"", """", ""RR"", ""#"", ""2"", ""School""]"
b0683a49-e31f-47f3-a128-0e12e0315661,M T Davidson S249 Lansdowne St School,"[""M"", ""T"", ""Davidson"", ""S"", ""249"", ""Lansdowne"", ""St"", ""School""]"
b9b30c06-caa8-49bf-b5df-e19435ecd257,Mactier PS398 High St School,"[""Mactier"", ""PS"", ""398"", ""High"", ""St"", ""School""]"
df9a177b-4e14-4b7f-a6e1-b9514de36942,Magnetawan Central PS31 Sparks St School,"[""Magnetawan"", ""Central"", ""PS"", ""31"", ""Sparks"", ""St"", ""School""]"
7a046eae-7352-433e-add3-fdb7185298fd,Near North District School Board Office963 Airport Rd Administrative offices and related facilities,"[""Near"", ""North"", ""District"", ""School"", ""Board"", ""Office"", ""963"", ""Airport"", ""Rd"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
7edc06fe-c0c7-464b-9ab9-9837d766410d,Nobel PS140 Hammel Ave School,"[""Nobel"", ""PS"", ""140"", ""Hammel"", ""Ave"", ""School""]"
db5f0d69-e87b-4c06-a30d-db3591920d5b,North Bay Maintenance Shop111 Lavase Rd Administrative offices and related facilities,"[""North"", ""Bay"", ""Maintenance"", ""Shop"", ""111"", ""Lavase"", ""Rd"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
12aa141c-0bae-4bd7-b14d-b7cf7d2d2fbb,Alliance French Immerson PS700 Stones St School,"[""Alliance"", ""French"", ""Immerson"", ""PS"", ""700"", ""Stones"", ""St"", ""School""]"
4a3e421b-25f7-4c73-bdd1-23d8a72fd7ad,Chippewa SS539 Chippewa St W School,"[""Chippewa"", ""SS"", ""539"", ""Chippewa"", ""St"", ""W"", ""School""]"
470d21c7-e462-48c7-b962-12b8a6e6bdac,E T Carmichael PS1351 Chapais St School,"[""E"", ""T"", ""Carmichael"", ""PS"", ""1351"", ""Chapais"", ""St"", ""School""]"
de578a23-1345-4c0d-8ea1-b58c8f5f29c4,E W Norman PS599 Lakeheights Rd School,"[""E"", ""W"", ""Norman"", ""PS"", ""599"", ""Lakeheights"", ""Rd"", ""School""]"
e0a9206c-f438-497a-b1a8-5f01920964b2,Humphrey Central PSRR 2 School,"[""Humphrey"", ""Central"", ""PSRR"", ""2"", ""School""]"
54242c0b-8ec4-43de-a38e-41b29d4c6d9f,Land of Lakes Sr PS92 Ontario St School,"[""Land"", ""of"", ""Lakes"", ""Sr"", ""PS"", ""92"", ""Ontario"", ""St"", ""School""]"
579afc19-cb20-455c-ab8b-f34c5bd6003c,Laurentian PS647 McKay Ave School,"[""Laurentian"", ""PS"", ""647"", ""McKay"", ""Ave"", ""School""]"
34c557ef-f7e6-4390-adb7-cf0d449753ef,Mapleridge Sr PS171 Edward St School,"[""Mapleridge"", ""Sr"", ""PS"", ""171"", ""Edward"", ""St"", ""School""]"
ddbada37-502f-4e42-af82-aeccef5dfa7b,Mattawa District PS376 Park Street School,"[""Mattawa"", ""District"", ""PS"", ""376"", ""Park"", ""Street"", ""School""]"
b513f034-d787-4e89-87a5-27ec645723d5,"McDougall PS#69 HWY 124, RR1 School","[""McDougall"", ""PS"", ""#"", ""69"", ""HWY"", ""124"", """", ""RR"", ""1"", ""School""]"
e39168b5-7718-486f-9a23-72ab2bb54d2f,Northern SS- part leased & Adult Centre175 Ethel Street School,"[""Northern"", ""SS-"", ""part"", ""leased"", ""&"", ""Adult"", ""Centre"", ""175"", ""Ethel"", ""Street"", ""School""]"
2c87e231-c0f8-44f9-8ee9-0aba62b443d5,Parry Sound HS111 Isabella St School,"[""Parry"", ""Sound"", ""HS"", ""111"", ""Isabella"", ""St"", ""School""]"
be1c38cc-2b4a-4cec-85d8-9061f2a315e7,Parry Sound Maintenance Shop17 Winnifred Ave Administrative offices and related facilities,"[""Parry"", ""Sound"", ""Maintenance"", ""Shop"", ""17"", ""Winnifred"", ""Ave"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
d43da01c-f54c-4e19-b62e-6d5812930e99,Parry Sound PS21 Beatty St School,"[""Parry"", ""Sound"", ""PS"", ""21"", ""Beatty"", ""St"", ""School""]"
73c4004a-55a2-4197-83b9-f1b9db9331c2,Phelps Central School19 Glenvale Dr School,"[""Phelps"", ""Central"", ""School"", ""19"", ""Glenvale"", ""Dr"", ""School""]"
e14840b6-3f37-462b-a5bd-091cb1a9b346,Silver Birches Sr. Public School 65  Marshall Ave E School,"[""Silver"", ""Birches"", ""Sr."", ""Public"", ""School"", ""65"", ""Marshall"", ""Ave"", ""E"", ""School""]"
8e987269-6c02-4dd8-ae23-f6864291e560,Sunset Park PS1191 Lakeshore Dr School,"[""Sunset"", ""Park"", ""PS"", ""1191"", ""Lakeshore"", ""Dr"", ""School""]"
6ff99bd2-9013-4471-a0b1-72deb76ffa1f,Vincent Massey  P.S.15 Janey Ave. School,"[""Vincent"", ""Massey"", ""P.S."", ""15"", ""Janey"", ""Ave."", ""School""]"
0b8b7fcf-5922-46c5-b9b6-425c1703db0b,W J Fricker Sr PS790 Norman Ave School,"[""W"", ""J"", ""Fricker"", ""Sr"", ""PS"", ""790"", ""Norman"", ""Ave"", ""School""]"
0647f0a4-040b-4ced-b0a1-ce50ddd062ed,Widdifield Secondary School320 Ski Club Road School,"[""Widdifield"", ""Secondary"", ""School"", ""320"", ""Ski"", ""Club"", ""Road"", ""School""]"
140cc03a-b3f5-4879-9662-69baa69db230,Woodland PS1325 Cedargrove Dr School,"[""Woodland"", ""PS"", ""1325"", ""Cedargrove"", ""Dr"", ""School""]"
bfd21b65-b3d9-4504-bfd0-15e03a1851fc,South River PS137 Ottawa Ave E School,"[""South"", ""River"", ""PS"", ""137"", ""Ottawa"", ""Ave"", ""E"", ""School""]"
a4552b01-e06c-4a3d-9cd0-7c10ea1f8bbc,South Shore Education Centre60 Beatty St School,"[""South"", ""Shore"", ""Education"", ""Centre"", ""60"", ""Beatty"", ""St"", ""School""]"
a52f61bf-1f65-4b9c-b1b6-77fec945bb03,Sundridge Centennial PS118 Main St E School,"[""Sundridge"", ""Centennial"", ""PS"", ""118"", ""Main"", ""St"", ""E"", ""School""]"
eb5f4410-6c7e-4497-bb4f-b2fa8ac69465,West Ferris SS60 Marshall Pk Dr School,"[""West"", ""Ferris"", ""SS"", ""60"", ""Marshall"", ""Pk"", ""Dr"", ""School""]"
b2b12788-02b4-41f8-8302-5030a1cb7687,White Woods PS177 Ethel Street School,"[""White"", ""Woods"", ""PS"", ""177"", ""Ethel"", ""Street"", ""School""]"
d5c7d6d2-c03d-4b9f-8195-b94770e537d9,Whitestone Lake Central S9 Moore Drive School,"[""Whitestone"", ""Lake"", ""Central"", ""S"", ""9"", ""Moore"", ""Drive"", ""School""]"
9de90576-a903-4011-9afb-9a47ea7eef25,A.E. McQuillen Centre149-153 Church Street School,"[""A.E."", ""McQuillen"", ""Centre"", ""149"", ""-"", ""153"", ""Church"", ""Street"", ""School""]"
a62aa831-284c-4b57-a771-167a0dd9e44f,Canadian Martyrs Catholic ES502 Scott Street School,"[""Canadian"", ""Martyrs"", ""Catholic"", ""ES"", ""502"", ""Scott"", ""Street"", ""School""]"
0767cf70-dcaa-40d2-828c-6bb83c478e07,Catholic Education Centre427 Rice Road Administrative offices and related facilities,"[""Catholic"", ""Education"", ""Centre"", ""427"", ""Rice"", ""Road"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
ebf4831a-448c-4a4a-a137-e68c1acaedcf,Denis Morris Catholic HS40 Glen Morris Drive School,"[""Denis"", ""Morris"", ""Catholic"", ""HS"", ""40"", ""Glen"", ""Morris"", ""Drive"", ""School""]"
76d5d8a1-d939-480c-96b5-4b5dd2e0566c,Alexander Kuska Catholic ES333 Rice Rd School,"[""Alexander"", ""Kuska"", ""Catholic"", ""ES"", ""333"", ""Rice"", ""Rd"", ""School""]"
bf1a8836-d287-4eac-87ed-d7208b7d7b78,Assumption Catholic ES225 Parnell Rd. School,"[""Assumption"", ""Catholic"", ""ES"", ""225"", ""Parnell"", ""Rd."", ""School""]"
dfa76cc2-cf9d-40e2-afc8-cb5ba3767955,Blessed Trinity Catholic HS145 Livingston Ave. School,"[""Blessed"", ""Trinity"", ""Catholic"", ""HS"", ""145"", ""Livingston"", ""Ave."", ""School""]"
d70d8faf-50a7-447d-a211-e4a7448d0a53,Father Fogarty Adult Learning Centre269 Thorold Road School,"[""Father"", ""Fogarty"", ""Adult"", ""Learning"", ""Centre"", ""269"", ""Thorold"", ""Road"", ""School""]"
ca0d3c0b-0587-42fc-85e5-09c2d94403c3,Father Hennepin Catholic ES6032 Churchill St School,"[""Father"", ""Hennepin"", ""Catholic"", ""ES"", ""6032"", ""Churchill"", ""St"", ""School""]"
f919f2c7-516f-4ab4-b84d-00a04ad3fc57,Holy Cross Catholic HS460 Linwell Road School,"[""Holy"", ""Cross"", ""Catholic"", ""HS"", ""460"", ""Linwell"", ""Road"", ""School""]"
a9930dbf-57d4-4351-8b94-4332b0240aeb,Holy Name Catholic ES290 Fitch St School,"[""Holy"", ""Name"", ""Catholic"", ""ES"", ""290"", ""Fitch"", ""St"", ""School""]"
94c328ab-17e2-49b8-b9ec-170752da5402,Lakeshore Catholic HS150 Janet St School,"[""Lakeshore"", ""Catholic"", ""HS"", ""150"", ""Janet"", ""St"", ""School""]"
59601808-d6ce-451c-9c9a-e122e0834990,Maintenance Shop157 McCormack Drive Administrative offices and related facilities,"[""Maintenance"", ""Shop"", ""157"", ""McCormack"", ""Drive"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
77610531-798f-444f-b7ed-1fb4f28afa6a,Notre Dame College S64 Smith St School,"[""Notre"", ""Dame"", ""College"", ""S"", ""64"", ""Smith"", ""St"", ""School""]"
94250b6e-b685-475a-844d-9053e0bdeb23,Our Lady of Fatima Catholic ES (1)69 Olive Street School,"[""Our"", ""Lady"", ""of"", ""Fatima"", ""Catholic"", ""ES"", """", ""1"", """", ""69"", ""Olive"", ""Street"", ""School""]"
999e80c5-e6e8-4cfc-8195-a558de9a3ffb,Our Lady of Fatima Catholic ES (2)439 Vine Street School,"[""Our"", ""Lady"", ""of"", ""Fatima"", ""Catholic"", ""ES"", """", ""2"", """", ""439"", ""Vine"", ""Street"", ""School""]"
10a1da87-ba1a-43a5-87c2-6a2d0f418556,Sacred Heart Catholic ES8450 Oliver St School,"[""Sacred"", ""Heart"", ""Catholic"", ""ES"", ""8450"", ""Oliver"", ""St"", ""School""]"
508fcc20-577d-4d8f-aaa1-99ab987f10a8,Saint Francis Catholic HS541 Lake Street School,"[""Saint"", ""Francis"", ""Catholic"", ""HS"", ""541"", ""Lake"", ""Street"", ""School""]"
78a9fccd-ae01-4b8f-bde3-7c56832c3c74,Saint Michael Catholic HS8699 McLeod Road School,"[""Saint"", ""Michael"", ""Catholic"", ""HS"", ""8699"", ""McLeod"", ""Road"", ""School""]"
6b9591dd-b6c7-4572-8b90-b7ce162823c2,St Andrew Catholic ES16 St. Andrew Ave. School,"[""St"", ""Andrew"", ""Catholic"", ""ES"", ""16"", ""St."", ""Andrew"", ""Ave."", ""School""]"
53c413dd-2fe9-4371-9917-0bbdb8e1eb00,St Ann Adult Learning Centre5895 North Street School,"[""St"", ""Ann"", ""Adult"", ""Learning"", ""Centre"", ""5895"", ""North"", ""Street"", ""School""]"
5536db21-a3c6-40b9-951f-7c2833160063,St Ann Catholic ES (1)832 Canboro Rd W School,"[""St"", ""Ann"", ""Catholic"", ""ES"", """", ""1"", """", ""832"", ""Canboro"", ""Rd"", ""W"", ""School""]"
273364ae-0b20-4062-b57e-9bb7ace6e55f,St Charles Catholic ES25 Whyte Ave School,"[""St"", ""Charles"", ""Catholic"", ""ES"", ""25"", ""Whyte"", ""Ave"", ""School""]"
fa2d2b27-19f2-4858-9052-4e84bd4e0b73,St Christopher Catholic ES33 Woodrow Ave. School,"[""St"", ""Christopher"", ""Catholic"", ""ES"", ""33"", ""Woodrow"", ""Ave."", ""School""]"
5227686b-aaa3-46d0-9b8e-5f02c9626335,St Denis Catholic ES175 Carlton Street School,"[""St"", ""Denis"", ""Catholic"", ""ES"", ""175"", ""Carlton"", ""Street"", ""School""]"
5f25e492-d815-4e72-a85c-01b5dd2a4baf,St George Catholic ES3800 Wellington Road School,"[""St"", ""George"", ""Catholic"", ""ES"", ""3800"", ""Wellington"", ""Road"", ""School""]"
1e8fb4da-37ed-4550-a719-778bdb3e2ca2,St James Catholic ES615 Geneva School,"[""St"", ""James"", ""Catholic"", ""ES"", ""615"", ""Geneva"", ""School""]"
8d9992a9-b938-4fe7-930d-e0ccc8fc8bd6,St John Adult Education Centre145 Niagara St. School,"[""St"", ""John"", ""Adult"", ""Education"", ""Centre"", ""145"", ""Niagara"", ""St."", ""School""]"
d361d8c2-aa6c-490c-8c3c-fcd247666d82,St Joseph Catholic ES (2)3650 Netherby Rd School,"[""St"", ""Joseph"", ""Catholic"", ""ES"", """", ""2"", """", ""3650"", ""Netherby"", ""Rd"", ""School""]"
88e1961a-74d6-4e9e-a003-6a680619df84,St Kevin Catholic ES182 Aqueduct St School,"[""St"", ""Kevin"", ""Catholic"", ""ES"", ""182"", ""Aqueduct"", ""St"", ""School""]"
dcde2408-6cce-4060-9451-c0f47ed1eda0,St Martin18 STREAMSIDE  Drive School,"[""St"", ""Martin"", ""18"", ""STREAMSIDE"", ""Drive"", ""School""]"
b4569e0b-bc34-4d63-bac2-981369d54649,St Nicholas Catholic ES149 Church Street School,"[""St"", ""Nicholas"", ""Catholic"", ""ES"", ""149"", ""Church"", ""Street"", ""School""]"
744ee3f2-5bf8-4286-9521-f685f61d0f96,St Patrick Catholic ES (1)4653 Victoria Ave School,"[""St"", ""Patrick"", ""Catholic"", ""ES"", """", ""1"", """", ""4653"", ""Victoria"", ""Ave"", ""School""]"
12b8fd5b-fa75-4bfa-af98-fde1bd664edb,St Patrick Catholic ES (2)266 Rosemount Ave School,"[""St"", ""Patrick"", ""Catholic"", ""ES"", """", ""2"", """", ""266"", ""Rosemount"", ""Ave"", ""School""]"
e1be76e4-951e-42f3-a1bb-2d3f459bb4c2,Mary Ward Catholic ES2999 Dorchester Rd School,"[""Mary"", ""Ward"", ""Catholic"", ""ES"", ""2999"", ""Dorchester"", ""Rd"", ""School""]"
53fb7272-e35d-4d3f-9417-7f522d5b294f,Monsignor Clancy Catholic ES41 Collier Rd S School,"[""Monsignor"", ""Clancy"", ""Catholic"", ""ES"", ""41"", ""Collier"", ""Rd"", ""S"", ""School""]"
86324a0c-dd8f-4f4e-b144-f2acfec29780,Notre Dame Catholic ES6559 Caswell St School,"[""Notre"", ""Dame"", ""Catholic"", ""ES"", ""6559"", ""Caswell"", ""St"", ""School""]"
f71a0f17-1541-47f8-9036-42e9383e486a,Our Lady of Grace SC243 Gorham Rd Administrative offices and related facilities,"[""Our"", ""Lady"", ""of"", ""Grace"", ""SC"", ""243"", ""Gorham"", ""Rd"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
b13fe182-fe76-44fe-b63d-724c11cbff5c,Our Lady of Mount Carmel Catholic ES6525 Carleton Ave School,"[""Our"", ""Lady"", ""of"", ""Mount"", ""Carmel"", ""Catholic"", ""ES"", ""6525"", ""Carleton"", ""Ave"", ""School""]"
92d2107b-dafc-4299-84b0-b049ed1cb87e,Our Lady of Victory Catholic ES300 Central Ave School,"[""Our"", ""Lady"", ""of"", ""Victory"", ""Catholic"", ""ES"", ""300"", ""Central"", ""Ave"", ""School""]"
8124f91b-c15c-41bc-bc4d-13a0bb141343,Saint Paul Catholic HS3834 Windermere Rd School,"[""Saint"", ""Paul"", ""Catholic"", ""HS"", ""3834"", ""Windermere"", ""Rd"", ""School""]"
e720a81b-fa46-4df1-ab4b-ce66c9955749,St Alexander Catholic ES26 Highway 20 E. School,"[""St"", ""Alexander"", ""Catholic"", ""ES"", ""26"", ""Highway"", ""20"", ""E."", ""School""]"
3f3ca6e4-c1c0-4e42-8509-67cfb59c1f85,St Alfred Catholic ES280 Vine Street School,"[""St"", ""Alfred"", ""Catholic"", ""ES"", ""280"", ""Vine"", ""Street"", ""School""]"
3456679e-f303-4c6a-aa0d-41edd0240715,St Ann Catholic ES (2)218 Main Street School,"[""St"", ""Ann"", ""Catholic"", ""ES"", """", ""2"", """", ""218"", ""Main"", ""Street"", ""School""]"
d9a001e0-296d-4a55-8a18-df93f3936b4d,St Anthony Catholic ES81 Rykert Street School,"[""St"", ""Anthony"", ""Catholic"", ""ES"", ""81"", ""Rykert"", ""Street"", ""School""]"
e41fc908-844b-4d1b-ba00-3ee92bc3f51a,St Augustine Catholic ES300 Santone Ave School,"[""St"", ""Augustine"", ""Catholic"", ""ES"", ""300"", ""Santone"", ""Ave"", ""School""]"
0c819845-dde0-4349-91f3-cc931bf05c56,St Edward Catholic ES2807 4th Ave School,"[""St"", ""Edward"", ""Catholic"", ""ES"", ""2807"", ""4"", ""th"", ""Ave"", ""School""]"
b56f9972-3954-43e0-92dc-13249dabe810,"St Elizabeth Catholic ES19 M-39, Sugarloaf St. School","[""St"", ""Elizabeth"", ""Catholic"", ""ES"", ""19"", ""M-"", ""39"", """", ""Sugarloaf"", ""St."", ""School""]"
0f0dc4a3-3c7b-4457-85c5-2bd57ee9f68a,St Gabriel Lalemant Catholic ES6121 Vine St School,"[""St"", ""Gabriel"", ""Lalemant"", ""Catholic"", ""ES"", ""6121"", ""Vine"", ""St"", ""School""]"
f027eecb-78e9-4300-8bbc-ff8b1e9481be,St John Bosco Catholic ES191 Highland Ave School,"[""St"", ""John"", ""Bosco"", ""Catholic"", ""ES"", ""191"", ""Highland"", ""Ave"", ""School""]"
d1604600-3bf4-4a46-b2ea-ac01579e2e16,St John Catholic ES5684 Regional Rd. 81 School,"[""St"", ""John"", ""Catholic"", ""ES"", ""5684"", ""Regional"", ""Rd."", ""81"", ""School""]"
